year,name,trade_count
2000,Sclerocactus pubispinus,3
2000,Sternbergia lutea,3
2000,Streptopelia turtur,3
2000,Tauraco livingstonii,3
2000,Tragelaphus eurycerus,3
2000,Trichoglottis spp.,3
2000,Trioceros rudis,3
2000,Turbinicarpus laui,3
2000,Turbinicarpus pseudopectinatus,3
2000,Turbinicarpus valdezianus,3
2000,Tursiops truncatus,3
2000,Uromastyx dispar,3
2000,Varanus indicus,3
2000,Zamiaceae spp.,3
2000,Acipenser nudiventris,2
2000,Acipenseridae hybrid,2
2000,Acropora cervicornis,2
2000,Acropora millepora,2
2000,Acropora nobilis,2
2000,Acropora robusta,2
2000,Aerangis distincta,2
2000,Aeranthes denticulata,2
2000,Aerides spp.,2
2000,Agapornis pullarius,2
2000,Agkistrodon bilineatus,2
2000,Alligator sinensis,2
2000,Aloe ballii,2
2000,Aloe ramosissima,2
2000,Alsophila cunninghamii,2
2000,Amazilia amazilia,2
2000,Amazona festiva,2
2000,Ameerega picta,2
2000,Ammotragus lervia,2
2000,Anacamptis pyramidalis,2
2000,Anas formosa,2
2000,Anas penelope,2
2000,Angraecum eichlerianum,2
2000,Angraecum sesquipedale,2
2000,Anthropoides paradiseus,2
2000,Anthropoides virgo,2
2000,Aonyx cinerea,2
2000,Aquila rapax,2
2000,Aratinga leucophthalma,2
2000,Ardeotis kori,2
2000,Arpophyllum spicatum,2
2000,Arrojadoa spp.,2
2000,Asarcornis scutulata,2
2000,Astrophytum spp.,2
2000,Barkeria uniflora,2
2000,Batemannia colleyi,2
2000,Bhutanitis lidderdalii,2
2000,Bhutanitis mansfieldi,2
2000,Bletilla striata,2
2000,Brachypelma baumgarteni,2
2000,Brachypelma vagans,2
2000,Brassavola cucullata,2
2000,Brassavola perrinii,2
2000,Browningia spp.,2
2000,Buceros rhinoceros,2
2000,Bulbophyllum afzelii,2
2000,Bulbophyllum echinolabium,2
2000,Bulbophyllum fletcherianum,2
2000,Bulbophyllum laxiflorum,2
2000,Bulbophyllum macraei,2
2000,Bulbophyllum mirum,2
2000,Bulbophyllum pahudii,2
2000,Buteo polyosoma,2
2000,Cacatua tenuirostris,2
